Date,Region,County,Market,Commodity Category,Commodity,Priceflag,Pricetype,Currency(USD),Price (Ksh),Inflation Rate,Rainfall Average,Unit_Quantity,Year,Month,Day Name,Day_Classification
2021-02-15,Rift Valley,West Pokot,Makutano,cereals and tubers,"Potatoes (Irish, red)",actual,Wholesale,109.4471,1800.0,5.78,13.082966666666666,50,2021,2,Monday,weekday
2021-02-15,Rift Valley,West Pokot,Makutano,cereals and tubers,Sorghum (red),actual,Wholesale,109.4471,3240.0,5.78,13.082966666666666,90,2021,2,Monday,weekday
2021-02-15,Rift Valley,West Pokot,Makutano,pulses and nuts,Beans (rosecoco),actual,Wholesale,109.4471,9000.0,5.78,13.082966666666666,90,2021,2,Monday,weekday
2021-02-15,Rift Valley,West Pokot,Makutano,pulses and nuts,Beans (yellow),actual,Wholesale,109.4471,10800.0,5.78,13.082966666666666,90,2021,2,Monday,weekday
2021-02-15,Rift Valley,West Pokot,Makutano,pulses and nuts,Cowpeas,actual,Wholesale,109.4471,10080.0,5.78,13.082966666666666,90,2021,2,Monday,weekday
2021-02-15,Rift Valley,West Pokot,Makutano,vegetables and fruits,Kale,actual,Wholesale,109.4471,1285.0,5.78,13.082966666666666,50,2021,2,Monday,weekday
2021-02-15,Rift Valley,West Pokot,Makutano,vegetables and fruits,Onions (dry),actual,Wholesale,109.4471,390.0,5.78,13.082966666666666,13,2021,2,Monday,weekday
2021-03-15,Central,Nyeri,Karatina,cereals and tubers,"Maize (white, dry)",actual,Wholesale,109.6488,2601.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Central,Nyeri,Karatina,cereals and tubers,Millet (finger),actual,Wholesale,109.6488,5004.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Central,Nyeri,Karatina,cereals and tubers,Sorghum (white),actual,Wholesale,109.6488,4248.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Central,Nyeri,Karatina,pulses and nuts,Beans (dolichos),actual,Wholesale,109.6488,6003.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Central,Nyeri,Karatina,pulses and nuts,Beans (mung),actual,Wholesale,109.6488,9999.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Central,Nyeri,Karatina,pulses and nuts,Beans (rosecoco),actual,Wholesale,109.6488,7002.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Central,Nyeri,Karatina,pulses and nuts,Beans (yellow),actual,Wholesale,109.6488,8352.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Central,Nyeri,Karatina,vegetables and fruits,Cabbage,actual,Wholesale,109.6488,1260.0,5.9,13.286000000000001,126,2021,3,Monday,weekday
2021-03-15,Central,Nyeri,Karatina,vegetables and fruits,Kale,actual,Wholesale,109.6488,667.0,5.9,13.286000000000001,50,2021,3,Monday,weekday
2021-03-15,Central,Nyeri,Karatina,vegetables and fruits,Onions (dry),actual,Wholesale,109.6488,412.0,5.9,13.286000000000001,13,2021,3,Monday,weekday
2021-03-15,Central,Nyeri,Karatina,vegetables and fruits,Spinach,actual,Wholesale,109.6488,18.0,5.9,13.286000000000001,1,2021,3,Monday,weekday
2021-03-15,Central,Nyeri,Karatina,vegetables and fruits,Tomatoes,actual,Wholesale,109.6488,3360.0,5.9,13.286000000000001,64,2021,3,Monday,weekday
2021-03-15,Coast,Mombasa,Kongowea,cereals and tubers,"Maize (white, dry)",actual,Wholesale,109.6488,2618.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Coast,Mombasa,Kongowea,cereals and tubers,Rice (aromatic),actual,Wholesale,109.6488,6500.0,5.9,13.286000000000001,50,2021,3,Monday,weekday
2021-03-15,Coast,Mombasa,Kongowea,cereals and tubers,Sorghum (white),actual,Wholesale,109.6488,4050.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Coast,Mombasa,Kongowea,pulses and nuts,Beans (mung),actual,Wholesale,109.6488,9275.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Coast,Mombasa,Kongowea,pulses and nuts,Beans (yellow),actual,Wholesale,109.6488,7387.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Coast,Mombasa,Kongowea,pulses and nuts,Cowpeas,actual,Wholesale,109.6488,7200.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Coast,Mombasa,Kongowea,vegetables and fruits,Cabbage,actual,Wholesale,109.6488,3548.0,5.9,13.286000000000001,126,2021,3,Monday,weekday
2021-03-15,Coast,Mombasa,Kongowea,vegetables and fruits,Cowpea leaves,actual,Wholesale,109.6488,40.0,5.9,13.286000000000001,1,2021,3,Monday,weekday
2021-03-15,Coast,Mombasa,Kongowea,vegetables and fruits,Onions (dry),actual,Wholesale,109.6488,681.0,5.9,13.286000000000001,13,2021,3,Monday,weekday
2021-03-15,Coast,Mombasa,Kongowea,vegetables and fruits,Spinach,actual,Wholesale,109.6488,32.0,5.9,13.286000000000001,1,2021,3,Monday,weekday
2021-03-15,Coast,Mombasa,Kongowea,vegetables and fruits,Tomatoes,actual,Wholesale,109.6488,5941.0,5.9,13.286000000000001,64,2021,3,Monday,weekday
2021-03-15,Coast,Mombasa,Mombasa,cereals and tubers,Maize,actual,Wholesale,109.6488,33.75,5.9,13.286000000000001,1,2021,3,Monday,weekday
2021-03-15,Eastern,Machakos,Tala Centre Market,cereals and tubers,"Potatoes (Irish, red)",actual,Wholesale,109.6488,1250.0,5.9,13.286000000000001,50,2021,3,Monday,weekday
2021-03-15,Eastern,Machakos,Tala Centre Market,cereals and tubers,Rice (aromatic),actual,Wholesale,109.6488,7075.0,5.9,13.286000000000001,50,2021,3,Monday,weekday
2021-03-15,Eastern,Machakos,Tala Centre Market,pulses and nuts,Beans (dolichos),actual,Wholesale,109.6488,9000.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Eastern,Machakos,Tala Centre Market,pulses and nuts,Beans (kidney),actual,Wholesale,109.6488,7200.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Eastern,Machakos,Tala Centre Market,pulses and nuts,Beans (rosecoco),actual,Wholesale,109.6488,7200.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Eastern,Machakos,Tala Centre Market,pulses and nuts,Beans (yellow),actual,Wholesale,109.6488,7950.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Eastern,Machakos,Tala Centre Market,pulses and nuts,Cowpeas,actual,Wholesale,109.6488,5250.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Eastern,Machakos,Tala Centre Market,vegetables and fruits,Cabbage,actual,Wholesale,109.6488,2520.0,5.9,13.286000000000001,126,2021,3,Monday,weekday
2021-03-15,Eastern,Machakos,Tala Centre Market,vegetables and fruits,Cowpea leaves,actual,Wholesale,109.6488,27.0,5.9,13.286000000000001,1,2021,3,Monday,weekday
2021-03-15,Eastern,Machakos,Tala Centre Market,vegetables and fruits,Kale,actual,Wholesale,109.6488,833.0,5.9,13.286000000000001,50,2021,3,Monday,weekday
2021-03-15,Eastern,Machakos,Tala Centre Market,vegetables and fruits,Spinach,actual,Wholesale,109.6488,23.0,5.9,13.286000000000001,1,2021,3,Monday,weekday
2021-03-15,Eastern,Machakos,Tala Centre Market,vegetables and fruits,Tomatoes,actual,Wholesale,109.6488,2738.0,5.9,13.286000000000001,64,2021,3,Monday,weekday
2021-03-15,Eastern,Makueni,Kathonzweni,pulses and nuts,Beans (mung),actual,Wholesale,109.6488,7200.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Eastern,Makueni,Kathonzweni,pulses and nuts,Cowpeas,actual,Wholesale,109.6488,4500.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Eastern,Makueni,Kathonzweni,vegetables and fruits,Tomatoes,actual,Wholesale,109.6488,2560.0,5.9,13.286000000000001,64,2021,3,Monday,weekday
2021-03-15,Eastern,Makueni,Makueni,pulses and nuts,Beans (kidney),actual,Wholesale,109.6488,7101.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Eastern,Makueni,Makueni,pulses and nuts,Beans (rosecoco),actual,Wholesale,109.6488,7101.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Eastern,Makueni,Makueni,pulses and nuts,Beans (yellow),actual,Wholesale,109.6488,7398.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Eastern,Makueni,Makueni,vegetables and fruits,Tomatoes,actual,Wholesale,109.6488,1920.0,5.9,13.286000000000001,64,2021,3,Monday,weekday
2021-03-15,Eastern,Makueni,Wote town,pulses and nuts,Beans (kidney),actual,Wholesale,109.6488,7101.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Eastern,Makueni,Wote town,pulses and nuts,Beans (rosecoco),actual,Wholesale,109.6488,7101.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Eastern,Makueni,Wote town,pulses and nuts,Beans (yellow),actual,Wholesale,109.6488,7398.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Eastern,Makueni,Wote town,vegetables and fruits,Cabbage,actual,Wholesale,109.6488,1575.0,5.9,13.286000000000001,126,2021,3,Monday,weekday
2021-03-15,Eastern,Makueni,Wote town,vegetables and fruits,Tomatoes,actual,Wholesale,109.6488,1920.0,5.9,13.286000000000001,64,2021,3,Monday,weekday
2021-03-15,Eastern,Meru South,Kaanwa,cereals and tubers,"Maize (white, dry)",actual,Wholesale,109.6488,1800.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Eastern,Meru South,Kaanwa,cereals and tubers,Millet (finger),actual,Wholesale,109.6488,3600.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Eastern,Meru South,Kaanwa,cereals and tubers,"Potatoes (Irish, red)",actual,Wholesale,109.6488,1439.0,5.9,13.286000000000001,50,2021,3,Monday,weekday
2021-03-15,Eastern,Meru South,Kaanwa,cereals and tubers,Sorghum (white),actual,Wholesale,109.6488,3375.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Eastern,Meru South,Kaanwa,vegetables and fruits,Cabbage,actual,Wholesale,109.6488,1575.0,5.9,13.286000000000001,126,2021,3,Monday,weekday
2021-03-15,Eastern,Meru South,Kaanwa,vegetables and fruits,Cowpea leaves,actual,Wholesale,109.6488,26.0,5.9,13.286000000000001,1,2021,3,Monday,weekday
2021-03-15,Eastern,Meru South,Kaanwa,vegetables and fruits,Kale,actual,Wholesale,109.6488,938.0,5.9,13.286000000000001,50,2021,3,Monday,weekday
2021-03-15,Eastern,Meru South,Kaanwa,vegetables and fruits,Spinach,actual,Wholesale,109.6488,30.0,5.9,13.286000000000001,1,2021,3,Monday,weekday
2021-03-15,Eastern,Meru South,Kaanwa,vegetables and fruits,Tomatoes,actual,Wholesale,109.6488,3136.0,5.9,13.286000000000001,64,2021,3,Monday,weekday
2021-03-15,Nairobi,Nairobi,Kangemi,cereals and tubers,"Maize (white, dry)",actual,Wholesale,109.6488,2568.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Nairobi,Nairobi,Kangemi,cereals and tubers,"Potatoes (Irish, white)",actual,Wholesale,109.6488,1758.0,5.9,13.286000000000001,50,2021,3,Monday,weekday
2021-03-15,Nairobi,Nairobi,Kangemi,cereals and tubers,"Rice (imported, Pakistan)",actual,Wholesale,109.6488,6305.0,5.9,13.286000000000001,50,2021,3,Monday,weekday
2021-03-15,Nairobi,Nairobi,Kangemi,pulses and nuts,Beans (dolichos),actual,Wholesale,109.6488,11250.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Nairobi,Nairobi,Kangemi,pulses and nuts,Beans (yellow),actual,Wholesale,109.6488,8550.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Nairobi,Nairobi,Kangemi,vegetables and fruits,Cabbage,actual,Wholesale,109.6488,1550.0,5.9,13.286000000000001,126,2021,3,Monday,weekday
2021-03-15,Nairobi,Nairobi,Kangemi,vegetables and fruits,Tomatoes,actual,Wholesale,109.6488,3258.0,5.9,13.286000000000001,64,2021,3,Monday,weekday
2021-03-15,Nairobi,Nairobi,Kitengela,cereals and tubers,"Maize (white, dry)",actual,Wholesale,109.6488,3150.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Nairobi,Nairobi,Kitengela,cereals and tubers,Millet (finger),actual,Wholesale,109.6488,6900.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Nairobi,Nairobi,Kitengela,cereals and tubers,"Potatoes (Irish, red)",actual,Wholesale,109.6488,2217.0,5.9,13.286000000000001,50,2021,3,Monday,weekday
2021-03-15,Nairobi,Nairobi,Kitengela,cereals and tubers,Rice (aromatic),actual,Wholesale,109.6488,6500.0,5.9,13.286000000000001,50,2021,3,Monday,weekday
2021-03-15,Nairobi,Nairobi,Kitengela,cereals and tubers,Sorghum (red),actual,Wholesale,109.6488,4500.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Nairobi,Nairobi,Kitengela,"meat, fish and eggs","Fish (omena, dry)",actual,Wholesale,109.6488,180.0,5.9,13.286000000000001,1,2021,3,Monday,weekday
2021-03-15,Nairobi,Nairobi,Kitengela,pulses and nuts,Beans (dolichos),actual,Wholesale,109.6488,9000.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Nairobi,Nairobi,Kitengela,pulses and nuts,Beans (kidney),actual,Wholesale,109.6488,7500.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Nairobi,Nairobi,Kitengela,pulses and nuts,Beans (mung),actual,Wholesale,109.6488,9000.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Nairobi,Nairobi,Kitengela,pulses and nuts,Beans (rosecoco),actual,Wholesale,109.6488,6450.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Nairobi,Nairobi,Kitengela,pulses and nuts,Beans (yellow),actual,Wholesale,109.6488,9000.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Nairobi,Nairobi,Kitengela,vegetables and fruits,Cowpea leaves,actual,Wholesale,109.6488,33.0,5.9,13.286000000000001,1,2021,3,Monday,weekday
2021-03-15,Nairobi,Nairobi,Kitengela,vegetables and fruits,Kale,actual,Wholesale,109.6488,750.0,5.9,13.286000000000001,50,2021,3,Monday,weekday
2021-03-15,Nairobi,Nairobi,Kitengela,vegetables and fruits,Spinach,actual,Wholesale,109.6488,18.0,5.9,13.286000000000001,1,2021,3,Monday,weekday
2021-03-15,Nairobi,Nairobi,Kitengela,vegetables and fruits,Tomatoes,actual,Wholesale,109.6488,3093.0,5.9,13.286000000000001,64,2021,3,Monday,weekday
2021-03-15,Nairobi,Nairobi,Nairobi,pulses and nuts,Beans,actual,Wholesale,109.6488,60.16,5.9,13.286000000000001,1,2021,3,Monday,weekday
2021-03-15,North Eastern,Garissa,Garissa town,cereals and tubers,"Potatoes (Irish, white)",actual,Wholesale,109.6488,1905.0,5.9,13.286000000000001,50,2021,3,Monday,weekday
2021-03-15,North Eastern,Garissa,Garissa town,cereals and tubers,Rice (aromatic),actual,Wholesale,109.6488,5375.0,5.9,13.286000000000001,50,2021,3,Monday,weekday
2021-03-15,North Eastern,Garissa,Garissa town,cereals and tubers,Sorghum (red),actual,Wholesale,109.6488,6188.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,North Eastern,Garissa,Garissa town,cereals and tubers,Sorghum (white),actual,Wholesale,109.6488,6075.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,North Eastern,Garissa,Garissa town,pulses and nuts,Beans (dolichos),actual,Wholesale,109.6488,8730.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,North Eastern,Garissa,Garissa town,pulses and nuts,Beans (yellow),actual,Wholesale,109.6488,7932.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,North Eastern,Garissa,Garissa town,pulses and nuts,Cowpeas,actual,Wholesale,109.6488,5132.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,North Eastern,Garissa,Garissa town,vegetables and fruits,Kale,actual,Wholesale,109.6488,1208.0,5.9,13.286000000000001,50,2021,3,Monday,weekday
2021-03-15,North Eastern,Garissa,Garissa town,vegetables and fruits,Onions (dry),actual,Wholesale,109.6488,585.0,5.9,13.286000000000001,13,2021,3,Monday,weekday
2021-03-15,North Eastern,Garissa,Garissa town,vegetables and fruits,Spinach,actual,Wholesale,109.6488,25.0,5.9,13.286000000000001,1,2021,3,Monday,weekday
2021-03-15,North Eastern,Garissa,Garissa town,vegetables and fruits,Tomatoes,actual,Wholesale,109.6488,2971.0,5.9,13.286000000000001,64,2021,3,Monday,weekday
2021-03-15,North Eastern,Mandera,Takaba,cereals and tubers,"Maize (white, dry)",actual,Wholesale,109.6488,3195.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,North Eastern,Mandera,Takaba,cereals and tubers,"Potatoes (Irish, red)",actual,Wholesale,109.6488,2088.0,5.9,13.286000000000001,50,2021,3,Monday,weekday
2021-03-15,North Eastern,Mandera,Takaba,cereals and tubers,Rice (aromatic),actual,Wholesale,109.6488,4000.0,5.9,13.286000000000001,50,2021,3,Monday,weekday
2021-03-15,North Eastern,Mandera,Takaba,pulses and nuts,Beans (yellow),actual,Wholesale,109.6488,10000.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,North Eastern,Mandera,Takaba,vegetables and fruits,Cabbage,actual,Wholesale,109.6488,6300.0,5.9,13.286000000000001,126,2021,3,Monday,weekday
2021-03-15,Nyanza,Kisumu,Kibuye,cereals and tubers,Millet (finger),actual,Wholesale,109.6488,10797.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Nyanza,Kisumu,Kibuye,cereals and tubers,"Potatoes (Irish, red)",actual,Wholesale,109.6488,1800.0,5.9,13.286000000000001,50,2021,3,Monday,weekday
2021-03-15,Nyanza,Kisumu,Kibuye,cereals and tubers,"Potatoes (Irish, white)",actual,Wholesale,109.6488,1400.0,5.9,13.286000000000001,50,2021,3,Monday,weekday
2021-03-15,Nyanza,Kisumu,Kibuye,cereals and tubers,Rice (aromatic),actual,Wholesale,109.6488,6798.0,5.9,13.286000000000001,50,2021,3,Monday,weekday
2021-03-15,Nyanza,Kisumu,Kibuye,cereals and tubers,Sorghum (red),actual,Wholesale,109.6488,3996.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Nyanza,Kisumu,Kibuye,cereals and tubers,Sorghum (white),actual,Wholesale,109.6488,3996.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Nyanza,Kisumu,Kibuye,pulses and nuts,Beans (kidney),actual,Wholesale,109.6488,9600.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Nyanza,Kisumu,Kibuye,pulses and nuts,Beans (mung),actual,Wholesale,109.6488,11196.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Nyanza,Kisumu,Kibuye,pulses and nuts,Beans (rosecoco),actual,Wholesale,109.6488,10797.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Nyanza,Kisumu,Kibuye,pulses and nuts,Beans (yellow),actual,Wholesale,109.6488,11397.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Nyanza,Kisumu,Kibuye,vegetables and fruits,Cabbage,actual,Wholesale,109.6488,5040.0,5.9,13.286000000000001,126,2021,3,Monday,weekday
2021-03-15,Nyanza,Kisumu,Kibuye,vegetables and fruits,Kale,actual,Wholesale,109.6488,1398.0,5.9,13.286000000000001,50,2021,3,Monday,weekday
2021-03-15,Nyanza,Kisumu,Kibuye,vegetables and fruits,Tomatoes,actual,Wholesale,109.6488,3804.0,5.9,13.286000000000001,64,2021,3,Monday,weekday
2021-03-15,Rift Valley,Baringo,Marigat town,cereals and tubers,"Maize (white, dry)",actual,Wholesale,109.6488,2520.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Rift Valley,Baringo,Marigat town,cereals and tubers,Millet (finger),actual,Wholesale,109.6488,6450.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Rift Valley,Baringo,Marigat town,cereals and tubers,"Potatoes (Irish, red)",actual,Wholesale,109.6488,1875.0,5.9,13.286000000000001,50,2021,3,Monday,weekday
2021-03-15,Rift Valley,Baringo,Marigat town,cereals and tubers,Rice (aromatic),actual,Wholesale,109.6488,5000.0,5.9,13.286000000000001,50,2021,3,Monday,weekday
2021-03-15,Rift Valley,Baringo,Marigat town,cereals and tubers,Sorghum (red),actual,Wholesale,109.6488,4500.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Rift Valley,Baringo,Marigat town,pulses and nuts,Beans (dolichos),actual,Wholesale,109.6488,9000.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Rift Valley,Baringo,Marigat town,pulses and nuts,Beans (mung),actual,Wholesale,109.6488,10800.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Rift Valley,Baringo,Marigat town,pulses and nuts,Beans (rosecoco),actual,Wholesale,109.6488,7350.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Rift Valley,Baringo,Marigat town,pulses and nuts,Beans (yellow),actual,Wholesale,109.6488,10800.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Rift Valley,Baringo,Marigat town,pulses and nuts,Cowpeas,actual,Wholesale,109.6488,9000.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Rift Valley,Baringo,Marigat town,vegetables and fruits,Cabbage,actual,Wholesale,109.6488,3675.0,5.9,13.286000000000001,126,2021,3,Monday,weekday
2021-03-15,Rift Valley,Baringo,Marigat town,vegetables and fruits,Kale,actual,Wholesale,109.6488,1542.0,5.9,13.286000000000001,50,2021,3,Monday,weekday
2021-03-15,Rift Valley,Baringo,Marigat town,vegetables and fruits,Spinach,actual,Wholesale,109.6488,36.0,5.9,13.286000000000001,1,2021,3,Monday,weekday
2021-03-15,Rift Valley,Baringo,Marigat town,vegetables and fruits,Tomatoes,actual,Wholesale,109.6488,3200.0,5.9,13.286000000000001,64,2021,3,Monday,weekday
2021-03-15,Rift Valley,Kajiado,Illbissil Food Market,cereals and tubers,"Potatoes (Irish, red)",actual,Wholesale,109.6488,1102.0,5.9,13.286000000000001,50,2021,3,Monday,weekday
2021-03-15,Rift Valley,Kajiado,Illbissil Food Market,pulses and nuts,Beans (dolichos),actual,Wholesale,109.6488,7002.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Rift Valley,Kajiado,Illbissil Food Market,pulses and nuts,Beans (yellow),actual,Wholesale,109.6488,6804.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Rift Valley,Kajiado,Illbissil Food Market,vegetables and fruits,Spinach,actual,Wholesale,109.6488,20.0,5.9,13.286000000000001,1,2021,3,Monday,weekday
2021-03-15,Rift Valley,Kajiado,Illbissil Food Market,vegetables and fruits,Tomatoes,actual,Wholesale,109.6488,2773.0,5.9,13.286000000000001,64,2021,3,Monday,weekday
2021-03-15,Rift Valley,Nakuru,Wakulima,cereals and tubers,"Maize (white, dry)",actual,Wholesale,109.6488,2426.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Rift Valley,Nakuru,Wakulima,cereals and tubers,Millet (finger),actual,Wholesale,109.6488,3962.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Rift Valley,Nakuru,Wakulima,cereals and tubers,"Potatoes (Irish, white)",actual,Wholesale,109.6488,1550.0,5.9,13.286000000000001,50,2021,3,Monday,weekday
2021-03-15,Rift Valley,Nakuru,Wakulima,cereals and tubers,"Rice (imported, Pakistan)",actual,Wholesale,109.6488,5080.0,5.9,13.286000000000001,50,2021,3,Monday,weekday
2021-03-15,Rift Valley,Nakuru,Wakulima,cereals and tubers,Sorghum (red),actual,Wholesale,109.6488,4045.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Rift Valley,Nakuru,Wakulima,"meat, fish and eggs","Fish (omena, dry)",actual,Wholesale,109.6488,137.0,5.9,13.286000000000001,1,2021,3,Monday,weekday
2021-03-15,Rift Valley,Nakuru,Wakulima,pulses and nuts,Beans (dolichos),actual,Wholesale,109.6488,6739.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Rift Valley,Nakuru,Wakulima,pulses and nuts,Beans (kidney),actual,Wholesale,109.6488,6750.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Rift Valley,Nakuru,Wakulima,pulses and nuts,Beans (mung),actual,Wholesale,109.6488,9405.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Rift Valley,Nakuru,Wakulima,pulses and nuts,Beans (rosecoco),actual,Wholesale,109.6488,7200.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Rift Valley,Nakuru,Wakulima,pulses and nuts,Beans (yellow),actual,Wholesale,109.6488,5400.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Rift Valley,Nakuru,Wakulima,pulses and nuts,Cowpeas,actual,Wholesale,109.6488,6300.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Rift Valley,Nakuru,Wakulima,vegetables and fruits,Cowpea leaves,actual,Wholesale,109.6488,50.0,5.9,13.286000000000001,1,2021,3,Monday,weekday
2021-03-15,Rift Valley,Nakuru,Wakulima,vegetables and fruits,Kale,actual,Wholesale,109.6488,744.0,5.9,13.286000000000001,50,2021,3,Monday,weekday
2021-03-15,Rift Valley,Nakuru,Wakulima,vegetables and fruits,Onions (dry),actual,Wholesale,109.6488,416.0,5.9,13.286000000000001,13,2021,3,Monday,weekday
2021-03-15,Rift Valley,Nakuru,Wakulima,vegetables and fruits,Spinach,actual,Wholesale,109.6488,14.0,5.9,13.286000000000001,1,2021,3,Monday,weekday
2021-03-15,Rift Valley,Nakuru,Wakulima,vegetables and fruits,Tomatoes,actual,Wholesale,109.6488,3584.0,5.9,13.286000000000001,64,2021,3,Monday,weekday
2021-03-15,Rift Valley,Uasin Gishu,Eldoret town,cereals and tubers,Millet (finger),actual,Wholesale,109.6488,6750.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Rift Valley,Uasin Gishu,Eldoret town,cereals and tubers,"Potatoes (Irish, red)",actual,Wholesale,109.6488,2000.0,5.9,13.286000000000001,50,2021,3,Monday,weekday
2021-03-15,Rift Valley,Uasin Gishu,Eldoret town,cereals and tubers,Sorghum (red),actual,Wholesale,109.6488,6750.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Rift Valley,Uasin Gishu,Eldoret town,pulses and nuts,Beans (kidney),actual,Wholesale,109.6488,8100.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Rift Valley,Uasin Gishu,Eldoret town,pulses and nuts,Beans (rosecoco),actual,Wholesale,109.6488,9900.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Rift Valley,Uasin Gishu,Eldoret town,pulses and nuts,Beans (yellow),actual,Wholesale,109.6488,11700.0,5.9,13.286000000000001,90,2021,3,Monday,weekday
2021-03-15,Rift Valley,Uasin Gishu,Eldoret town,vegetables and fruits,Cabbage,actual,Wholesale,109.6488,3255.0,5.9,13.286000000000001,126,2021,3,Monday,weekday
